2023-04-20 16:27:46.2046||DEBUG|App.Api.Program|init main |url: |action: 
2023-04-20 16:33:52.0997||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CorsPolicyService allowed origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:33:52.0997||DEBUG|IdentityServer4.Hosting.EndpointRouter|Request path /connect/token matched to endpoint type Token |url: http://localhost/connect/token|action: 
2023-04-20 16:33:52.2602||DEBUG|IdentityServer4.Hosting.EndpointRouter|Endpoint enabled: Token, successfully created handler: IdentityServer4.Endpoints.TokenEndpoint |url: http://localhost/connect/token|action: 
2023-04-20 16:33:52.2602||INFO|IdentityServer4.Hosting.IdentityServerMiddleware|Invoking IdentityServer endpoint: IdentityServer4.Endpoints.TokenEndpoint for /connect/token |url: http://localhost/connect/token|action: 
2023-04-20 16:33:52.2892||DEBUG|IdentityServer4.Endpoints.TokenEndpoint|Start token request. |url: http://localhost/connect/token|action: 
2023-04-20 16:33:52.3062||DEBUG|IdentityServer4.Validation.ClientSecretValidator|Start client validation |url: http://localhost/connect/token|action: 
2023-04-20 16:33:52.3256||DEBUG|IdentityServer4.Validation.BasicAuthenticationSecretParser|Start parsing Basic Authentication secret |url: http://localhost/connect/token|action: 
2023-04-20 16:33:52.3350||DEBUG|IdentityServer4.Validation.PostBodySecretParser|Start parsing for secret in post body |url: http://localhost/connect/token|action: 
2023-04-20 16:33:52.3531||DEBUG|IdentityServer4.Validation.PostBodySecretParser|client id without secret found |url: http://localhost/connect/token|action: 
2023-04-20 16:33:52.3531||DEBUG|IdentityServer4.Validation.ISecretsListParser|Parser found secret: PostBodySecretParser |url: http://localhost/connect/token|action: 
2023-04-20 16:33:52.3531||DEBUG|IdentityServer4.Validation.ISecretsListParser|Secret id found: VPKHCN |url: http://localhost/connect/token|action: 
2023-04-20 16:33:53.5419||DEBUG|IdentityServer4.EntityFramework.Stores.ClientStore|VPKHCN found in database: True |url: http://localhost/connect/token|action: 
2023-04-20 16:33:53.5587||DEBUG|IdentityServer4.Stores.ValidatingClientStore|client configuration validation for client VPKHCN succeeded. |url: http://localhost/connect/token|action: 
2023-04-20 16:33:53.7041||DEBUG|IdentityServer4.Validation.HashedSharedSecretValidator|Hashed shared secret validator cannot process NoSecret |url: http://localhost/connect/token|action: 
2023-04-20 16:33:53.7041||DEBUG|IdentityServer4.Validation.ISecretsListValidator|Secret validators could not validate secret |url: http://localhost/connect/token|action: 
2023-04-20 16:33:53.7216||INFO|IdentityServer4.Events.DefaultEventService|{"ClientId":"VPKHCN", "Category":"Authentication", "Name":"Client Authentication Failure", "EventType":"Failure", "Id":1011, "Message":"Invalid client secret", "ActivityId":"0HMQ1G86F4GHU:00000005", "TimeStamp":"2023-04-20T09:33:53Z", "ProcessId":9720, "LocalIpAddress":"::1:5000", "RemoteIpAddress":"::1"} |url: http://localhost/connect/token|action: 
2023-04-20 16:33:53.7748||ERROR|IdentityServer4.Validation.ClientSecretValidator|Client secret validation failed for client: VPKHCN. |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.4432||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
2023-04-20 16:34:01.4744||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
2023-04-20 16:34:01.5368||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /connect/token from origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.5549||DEBUG|IdentityServer4.EntityFramework.Services.CorsPolicyService|Origin http://localhost:8087 is allowed: True |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.5549||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CorsPolicyService allowed origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.5549||DEBUG|IdentityServer4.Hosting.EndpointRouter|Request path /connect/token matched to endpoint type Token |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.6806||DEBUG|IdentityServer4.Hosting.EndpointRouter|Endpoint enabled: Token, successfully created handler: IdentityServer4.Endpoints.TokenEndpoint |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.6806||INFO|IdentityServer4.Hosting.IdentityServerMiddleware|Invoking IdentityServer endpoint: IdentityServer4.Endpoints.TokenEndpoint for /connect/token |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.6806||DEBUG|IdentityServer4.Endpoints.TokenEndpoint|Start token request. |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.6956||DEBUG|IdentityServer4.Validation.ClientSecretValidator|Start client validation |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.6956||DEBUG|IdentityServer4.Validation.BasicAuthenticationSecretParser|Start parsing Basic Authentication secret |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.6956||DEBUG|IdentityServer4.Validation.PostBodySecretParser|Start parsing for secret in post body |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.7243||DEBUG|IdentityServer4.Validation.PostBodySecretParser|client id without secret found |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.7482||DEBUG|IdentityServer4.Validation.ISecretsListParser|Parser found secret: PostBodySecretParser |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.7482||DEBUG|IdentityServer4.Validation.ISecretsListParser|Secret id found: VPKHCN |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.8187||DEBUG|IdentityServer4.EntityFramework.Stores.ClientStore|VPKHCN found in database: True |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.8343||DEBUG|IdentityServer4.Stores.ValidatingClientStore|client configuration validation for client VPKHCN succeeded. |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.8343||DEBUG|IdentityServer4.Validation.HashedSharedSecretValidator|Hashed shared secret validator cannot process NoSecret |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.8343||DEBUG|IdentityServer4.Validation.ISecretsListValidator|Secret validators could not validate secret |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.8343||INFO|IdentityServer4.Events.DefaultEventService|{"ClientId":"VPKHCN", "Category":"Authentication", "Name":"Client Authentication Failure", "EventType":"Failure", "Id":1011, "Message":"Invalid client secret", "ActivityId":"0HMQ1G86F4GHU:0000000A", "TimeStamp":"2023-04-20T09:34:01Z", "ProcessId":9720, "LocalIpAddress":"::1:5000", "RemoteIpAddress":"::1"} |url: http://localhost/connect/token|action: 
2023-04-20 16:34:01.8662||ERROR|IdentityServer4.Validation.ClientSecretValidator|Client secret validation failed for client: VPKHCN. |url: http://localhost/connect/token|action: 
2023-04-20 16:34:24.9617||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
2023-04-20 16:34:25.0112||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
2023-04-20 16:34:25.0695||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /connect/token from origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.0880||DEBUG|IdentityServer4.EntityFramework.Services.CorsPolicyService|Origin http://localhost:8087 is allowed: True |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.0880||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CorsPolicyService allowed origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.0880||DEBUG|IdentityServer4.Hosting.EndpointRouter|Request path /connect/token matched to endpoint type Token |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.2263||DEBUG|IdentityServer4.Hosting.EndpointRouter|Endpoint enabled: Token, successfully created handler: IdentityServer4.Endpoints.TokenEndpoint |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.2263||INFO|IdentityServer4.Hosting.IdentityServerMiddleware|Invoking IdentityServer endpoint: IdentityServer4.Endpoints.TokenEndpoint for /connect/token |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.2263||DEBUG|IdentityServer4.Endpoints.TokenEndpoint|Start token request. |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.2263||DEBUG|IdentityServer4.Validation.ClientSecretValidator|Start client validation |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.2263||DEBUG|IdentityServer4.Validation.BasicAuthenticationSecretParser|Start parsing Basic Authentication secret |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.2263||DEBUG|IdentityServer4.Validation.PostBodySecretParser|Start parsing for secret in post body |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.2413||DEBUG|IdentityServer4.Validation.PostBodySecretParser|client id without secret found |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.2413||DEBUG|IdentityServer4.Validation.ISecretsListParser|Parser found secret: PostBodySecretParser |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.2413||DEBUG|IdentityServer4.Validation.ISecretsListParser|Secret id found: VPKHCN |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.6321||DEBUG|IdentityServer4.EntityFramework.Stores.ClientStore|VPKHCN found in database: True |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.6321||DEBUG|IdentityServer4.Stores.ValidatingClientStore|client configuration validation for client VPKHCN succeeded. |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.6321||DEBUG|IdentityServer4.Validation.HashedSharedSecretValidator|Hashed shared secret validator cannot process NoSecret |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.6480||DEBUG|IdentityServer4.Validation.ISecretsListValidator|Secret validators could not validate secret |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.6480||INFO|IdentityServer4.Events.DefaultEventService|{"ClientId":"VPKHCN", "Category":"Authentication", "Name":"Client Authentication Failure", "EventType":"Failure", "Id":1011, "Message":"Invalid client secret", "ActivityId":"0HMQ1G86F4GHV:00000007", "TimeStamp":"2023-04-20T09:34:25Z", "ProcessId":9720, "LocalIpAddress":"::1:5000", "RemoteIpAddress":"::1"} |url: http://localhost/connect/token|action: 
2023-04-20 16:34:25.6480||ERROR|IdentityServer4.Validation.ClientSecretValidator|Client secret validation failed for client: VPKHCN. |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.1856||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
2023-04-20 16:34:51.2420||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
2023-04-20 16:34:51.4115||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /connect/token from origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.4322||DEBUG|IdentityServer4.EntityFramework.Services.CorsPolicyService|Origin http://localhost:8087 is allowed: True |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.4322||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CorsPolicyService allowed origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.4322||DEBUG|IdentityServer4.Hosting.EndpointRouter|Request path /connect/token matched to endpoint type Token |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.5354||DEBUG|IdentityServer4.Hosting.EndpointRouter|Endpoint enabled: Token, successfully created handler: IdentityServer4.Endpoints.TokenEndpoint |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.5377||INFO|IdentityServer4.Hosting.IdentityServerMiddleware|Invoking IdentityServer endpoint: IdentityServer4.Endpoints.TokenEndpoint for /connect/token |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.5377||DEBUG|IdentityServer4.Endpoints.TokenEndpoint|Start token request. |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.5377||DEBUG|IdentityServer4.Validation.ClientSecretValidator|Start client validation |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.5377||DEBUG|IdentityServer4.Validation.BasicAuthenticationSecretParser|Start parsing Basic Authentication secret |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.5377||DEBUG|IdentityServer4.Validation.PostBodySecretParser|Start parsing for secret in post body |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.5377||DEBUG|IdentityServer4.Validation.PostBodySecretParser|client id without secret found |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.5532||DEBUG|IdentityServer4.Validation.ISecretsListParser|Parser found secret: PostBodySecretParser |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.5532||DEBUG|IdentityServer4.Validation.ISecretsListParser|Secret id found: VPKHCN |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.7102||DEBUG|IdentityServer4.EntityFramework.Stores.ClientStore|VPKHCN found in database: True |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.7102||DEBUG|IdentityServer4.Stores.ValidatingClientStore|client configuration validation for client VPKHCN succeeded. |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.7102||DEBUG|IdentityServer4.Validation.HashedSharedSecretValidator|Hashed shared secret validator cannot process NoSecret |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.7102||DEBUG|IdentityServer4.Validation.ISecretsListValidator|Secret validators could not validate secret |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.7102||INFO|IdentityServer4.Events.DefaultEventService|{"ClientId":"VPKHCN", "Category":"Authentication", "Name":"Client Authentication Failure", "EventType":"Failure", "Id":1011, "Message":"Invalid client secret", "ActivityId":"0HMQ1G86F4GHV:0000000C", "TimeStamp":"2023-04-20T09:34:51Z", "ProcessId":9720, "LocalIpAddress":"::1:5000", "RemoteIpAddress":"::1"} |url: http://localhost/connect/token|action: 
2023-04-20 16:34:51.7102||ERROR|IdentityServer4.Validation.ClientSecretValidator|Client secret validation failed for client: VPKHCN. |url: http://localhost/connect/token|action: 
2023-04-20 16:35:35.6374||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
2023-04-20 16:35:35.6842||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
2023-04-20 16:35:35.8901||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /connect/token from origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:35:35.9102||DEBUG|IdentityServer4.EntityFramework.Services.CorsPolicyService|Origin http://localhost:8087 is allowed: True |url: http://localhost/connect/token|action: 
2023-04-20 16:35:35.9172||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CorsPolicyService allowed origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:35:35.9172||DEBUG|IdentityServer4.Hosting.EndpointRouter|Request path /connect/token matched to endpoint type Token |url: http://localhost/connect/token|action: 
2023-04-20 16:35:35.9955||DEBUG|IdentityServer4.Hosting.EndpointRouter|Endpoint enabled: Token, successfully created handler: IdentityServer4.Endpoints.TokenEndpoint |url: http://localhost/connect/token|action: 
2023-04-20 16:35:35.9955||INFO|IdentityServer4.Hosting.IdentityServerMiddleware|Invoking IdentityServer endpoint: IdentityServer4.Endpoints.TokenEndpoint for /connect/token |url: http://localhost/connect/token|action: 
2023-04-20 16:35:35.9955||DEBUG|IdentityServer4.Endpoints.TokenEndpoint|Start token request. |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.0047||DEBUG|IdentityServer4.Validation.ClientSecretValidator|Start client validation |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.0047||DEBUG|IdentityServer4.Validation.BasicAuthenticationSecretParser|Start parsing Basic Authentication secret |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.0047||DEBUG|IdentityServer4.Validation.PostBodySecretParser|Start parsing for secret in post body |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.0047||DEBUG|IdentityServer4.Validation.PostBodySecretParser|client id without secret found |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.0047||DEBUG|IdentityServer4.Validation.ISecretsListParser|Parser found secret: PostBodySecretParser |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.0219||DEBUG|IdentityServer4.Validation.ISecretsListParser|Secret id found: VPKHCN |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.1258||DEBUG|IdentityServer4.EntityFramework.Stores.ClientStore|VPKHCN found in database: True |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.1325||DEBUG|IdentityServer4.Stores.ValidatingClientStore|client configuration validation for client VPKHCN succeeded. |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.1325||DEBUG|IdentityServer4.Validation.HashedSharedSecretValidator|Hashed shared secret validator cannot process NoSecret |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.1527||DEBUG|IdentityServer4.Validation.ISecretsListValidator|Secret validators could not validate secret |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.1527||INFO|IdentityServer4.Events.DefaultEventService|{"ClientId":"VPKHCN", "Category":"Authentication", "Name":"Client Authentication Failure", "EventType":"Failure", "Id":1011, "Message":"Invalid client secret", "ActivityId":"0HMQ1G86F4GHV:00000011", "TimeStamp":"2023-04-20T09:35:36Z", "ProcessId":9720, "LocalIpAddress":"::1:5000", "RemoteIpAddress":"::1"} |url: http://localhost/connect/token|action: 
2023-04-20 16:35:36.1527||ERROR|IdentityServer4.Validation.ClientSecretValidator|Client secret validation failed for client: VPKHCN. |url: http://localhost/connect/token|action: 
2023-04-20 16:35:56.9836||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
2023-04-20 16:35:57.0864||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
2023-04-20 16:35:57.2587||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /connect/token from origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.3760||DEBUG|IdentityServer4.EntityFramework.Services.CorsPolicyService|Origin http://localhost:8087 is allowed: True |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.3760||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CorsPolicyService allowed origin: http://localhost:8087 |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.3968||DEBUG|IdentityServer4.Hosting.EndpointRouter|Request path /connect/token matched to endpoint type Token |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.5386||DEBUG|IdentityServer4.Hosting.EndpointRouter|Endpoint enabled: Token, successfully created handler: IdentityServer4.Endpoints.TokenEndpoint |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.5386||INFO|IdentityServer4.Hosting.IdentityServerMiddleware|Invoking IdentityServer endpoint: IdentityServer4.Endpoints.TokenEndpoint for /connect/token |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.5386||DEBUG|IdentityServer4.Endpoints.TokenEndpoint|Start token request. |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.5386||DEBUG|IdentityServer4.Validation.ClientSecretValidator|Start client validation |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.5386||DEBUG|IdentityServer4.Validation.BasicAuthenticationSecretParser|Start parsing Basic Authentication secret |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.5528||DEBUG|IdentityServer4.Validation.PostBodySecretParser|Start parsing for secret in post body |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.5528||DEBUG|IdentityServer4.Validation.PostBodySecretParser|client id without secret found |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.5528||DEBUG|IdentityServer4.Validation.ISecretsListParser|Parser found secret: PostBodySecretParser |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.5528||DEBUG|IdentityServer4.Validation.ISecretsListParser|Secret id found: VPKHCN |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.7741||DEBUG|IdentityServer4.EntityFramework.Stores.ClientStore|VPKHCN found in database: True |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.7878||DEBUG|IdentityServer4.Stores.ValidatingClientStore|client configuration validation for client VPKHCN succeeded. |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.7878||DEBUG|IdentityServer4.Validation.HashedSharedSecretValidator|Hashed shared secret validator cannot process NoSecret |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.7878||DEBUG|IdentityServer4.Validation.ISecretsListValidator|Secret validators could not validate secret |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.7878||INFO|IdentityServer4.Events.DefaultEventService|{"ClientId":"VPKHCN", "Category":"Authentication", "Name":"Client Authentication Failure", "EventType":"Failure", "Id":1011, "Message":"Invalid client secret", "ActivityId":"0HMQ1G86F4GI1:00000006", "TimeStamp":"2023-04-20T09:35:57Z", "ProcessId":9720, "LocalIpAddress":"::1:5000", "RemoteIpAddress":"::1"} |url: http://localhost/connect/token|action: 
2023-04-20 16:35:57.7878||ERROR|IdentityServer4.Validation.ClientSecretValidator|Client secret validation failed for client: VPKHCN. |url: http://localhost/connect/token|action: 
2023-04-20 16:36:13.5855||DEBUG|App.Api.Program|init main |url: |action: 
2023-04-20 16:36:28.5431||INFO|IdentityServer4.Startup|Starting IdentityServer4 version 4.1.1+cebd52f5bc61bdefc262fd20739d4d087c6f961f |url: |action: 
2023-04-20 16:36:28.6065||INFO|IdentityServer4.Startup|Using the default authentication scheme oidc for IdentityServer |url: |action: 
2023-04-20 16:36:28.6065||DEBUG|IdentityServer4.Startup|Using oidc as default ASP.NET Core scheme for authentication |url: |action: 
2023-04-20 16:36:28.6065||DEBUG|IdentityServer4.Startup|Using oidc as default ASP.NET Core scheme for sign-in |url: |action: 
2023-04-20 16:36:28.6065||DEBUG|IdentityServer4.Startup|Using oidc as default ASP.NET Core scheme for sign-out |url: |action: 
2023-04-20 16:36:28.6065||DEBUG|IdentityServer4.Startup|Using oidc as default ASP.NET Core scheme for challenge |url: |action: 
2023-04-20 16:36:28.6220||DEBUG|IdentityServer4.Startup|Using oidc as default ASP.NET Core scheme for forbid |url: |action: 
2023-04-20 16:36:32.0012||DEBUG|IdentityServer4.Startup|Login Url: /Account/Login |url: https://localhost/|action: Index
2023-04-20 16:36:32.0089||DEBUG|IdentityServer4.Startup|Login Return Url Parameter: ReturnUrl |url: https://localhost/|action: Index
2023-04-20 16:36:32.0089||DEBUG|IdentityServer4.Startup|Logout Url: /Account/Logout |url: https://localhost/|action: Index
2023-04-20 16:36:32.0089||DEBUG|IdentityServer4.Startup|ConsentUrl Url: /consent |url: https://localhost/|action: Index
2023-04-20 16:36:32.0089||DEBUG|IdentityServer4.Startup|Consent Return Url Parameter: returnUrl |url: https://localhost/|action: Index
2023-04-20 16:36:32.0089||DEBUG|IdentityServer4.Startup|Error Url: /home/error |url: https://localhost/|action: Index
2023-04-20 16:36:32.0089||DEBUG|IdentityServer4.Startup|Error Id Parameter: errorId |url: https://localhost/|action: Index
2023-04-20 16:36:42.6484||DEBUG|IdentityServer4.Hosting.CorsPolicyProvider|CORS request made for path: /api/link-GC_LICH_HANG_NGAY/ from origin: http://localhost:8087 but was ignored because path was not for an allowed IdentityServer CORS endpoint |url: http://localhost/api/link-GC_LICH_HANG_NGAY/|action: Get
